,level_0,index,ID,Brightness,Colorfulness,Entropy,UniqueColors,Keypoints,Color1R,Color1G,Color1B,Color2R,Color2G,Color2B,Image URL,Title,Author,Sales Rank,Date,Review Score
10,10,11,0545679532,0.573581,64.0000449584275,7.79864,127208,0.03980976863753213,225,235,243,113,95,70,http://ecx.images-amazon.com/images/I/61NSmUDj8rL.jpg,Scholastic Year in Sports 2015,James Buckley Jr.,551879.0,"November 25, 2014",4.66
11,11,12,0761302166,0.7360599,63.91313966354926,6.1370234,78260,0.02305480195333695,251,250,243,237,251,246,http://ecx.images-amazon.com/images/I/51DW528SJEL.jpg,The Babylonians (The Cradle of Civilization),Elaine Landau,1640005.0,"August 1, 1997",4.0
12,12,13,0787703907,0.5266135000000001,50.99947221693121,7.504981,110377,0.0570498687664042,86,115,99,121,93,70,http://ecx.images-amazon.com/images/I/61dALSr0TVL.jpg,"The Middle Ages, Grades 7-12 (History of civilization)",Tim McNeese,2297404.0,"September 1, 1999",0.0
13,13,14,1629794260,0.67645884,115.15882185828177,6.694252499999999,68314,0.028364705882352938,251,249,240,9,88,167,http://ecx.images-amazon.com/images/I/61fewSjuwBL.jpg,"Animal Crackups: 1,001 Beastly Riddles, Jokes, and Tongue Twisters from Highlights (Laugh Attack!)",Highlights for Children,557840.0,"September 1, 2015",5.0
14,14,15,0615923496,0.6657516,70.95158858022445,6.8325396,117655,0.031408,195,162,98,244,240,232,http://ecx.images-amazon.com/images/I/61Csw5mVRaL.jpg,Buster's St. Patrick's Day,Debbe Hardymon May,4575950.0,"December 20, 2013",5.0
15,15,17,0763665215,0.54496086,114.30042469723487,6.3641442999999995,56119,0.014774193548387098,242,202,51,3,105,172,http://ecx.images-amazon.com/images/I/51OPI26czfL.jpg,There Will Be Bears,Ryan Gebhart,1303447.0,"April 22, 2014",4.48
16,16,18,1856976777,0.7293708000000001,59.55700808616014,7.212733,81933,0.01976687116564417,244,242,191,183,162,122,http://ecx.images-amazon.com/images/I/51hicb8sMZL.jpg,A Treasury of Stories from the Brothers Grimm,Jenny Koralek,10541471.0,"April 15, 1996",0.0
17,17,20,0192781871,0.7007507,58.753049398163995,6.872396000000001,70594,0.016650537634408602,239,233,212,204,152,108,http://ecx.images-amazon.com/images/I/51eLkAQ8ieL.jpg,My First Oxford Book of Stories,Geraldine McCaughrean,3483088.0,"August 23, 2001",5.0
18,18,21,1580376320,0.49211645,51.28051608282141,7.382636,67266,0.024358056265984654,112,85,62,237,222,172,http://ecx.images-amazon.com/images/I/51RdCc8r5dL.jpg,"Renaissance, Grades 5 - 8 (World History)",Patrick Hotle Ph.D.,897686.0,"January 3, 2012",4.39
19,19,22,1416941215,0.6826638,100.51381557680807,7.175258599999999,94774,0.02264168618266979,245,234,206,154,74,18,http://ecx.images-amazon.com/images/I/61etD-YUCDL.jpg,Mommy Hugs (Classic Board Books),Karen Katz,32773.0,"March 27, 2007",4.49
20,20,23,1930900708,0.6671516,71.46206866822783,6.607189999999999,60353,0.033531172069825435,245,161,191,225,130,152,http://ecx.images-amazon.com/images/I/51pWC85-LvL.jpg,Cranberry Valentine (Cranberryport),Wende Devlin,220492.0,"January 1, 2014",4.85
21,21,24,1892951452,0.6579648,37.95381924509125,6.643468400000001,53264,0.031547568710359415,251,250,250,230,230,235,http://ecx.images-amazon.com/images/I/61emxpipV0L.jpg,DUDE Diary (Coke Or Pepsi? Universe),Mickey & Cheryl Gill,37301.0,"November 15, 2009",4.41
22,22,25,0974690112,0.71603346,51.56277208835621,6.334278,38105,0.015226666666666666,115,166,207,212,230,245,http://ecx.images-amazon.com/images/I/51pvtqn5rML.jpg,Lolek - The Boy Who Became Pope John Paul II,Mary Hramiec Hoffman,363956.0,"December 1, 2008",5.0
23,23,27,1448899710,0.6840904999999999,65.3622705152368,7.439944000000001,86588,0.019136752136752137,241,228,206,197,159,131,http://ecx.images-amazon.com/images/I/51i0b2e143L.jpg,St. Patrick's Day / Dia de san patricio (Powerkids Readers: Happy Holidays! / !Felices Fiestas!),Josie Keogh,5336694.0,"January 15, 2013",0.0
24,24,28,1484731301,0.50082695,89.12263745762098,7.579225999999999,106649,0.031861861861861865,166,26,49,248,242,229,http://ecx.images-amazon.com/images/I/51bBMSqtxrL.jpg,World of Reading: Ant-Man Game Over: Level 2,Nancy R. Lambert,435184.0,"October 20, 2015",4.51
25,25,29,0736879005,0.49269497,60.71244306907557,7.8608704,103156,0.04252442159383033,240,228,215,76,19,9,http://ecx.images-amazon.com/images/I/61l50vgKsZL.jpg,George Eastman and the Kodak Camera (Inventions and Discovery),Jennifer Fandel,1584441.0,"January 1, 2007",4.3
26,26,30,1429633808,0.5307411,85.22648646202312,7.7391844,125229,0.03626277372262774,160,80,36,238,223,198,http://ecx.images-amazon.com/images/I/61OOdRQUN0L.jpg,Homes in Many Cultures (Life Around the World),Heather Adamson,1198832.0,"August 1, 2009",4.49
27,27,32,1595722718,0.46049032,138.74362777267268,2.9814992,21652,0.00336,238,55,43,254,254,254,http://ecx.images-amazon.com/images/I/41bbDe3J6sL.jpg,"Hip, Hop (Portuguese Edition)",Catherine Hnatov,784695.0,"September 15, 2010",4.31
28,28,33,0888996667,0.5843398,57.90544697840482,7.3098617,98834,0.022322188449848027,197,157,113,134,95,69,http://ecx.images-amazon.com/images/I/51FMN5QSPCL.jpg,The Girl from Chimel,Rigoberta Mench̼,1411096.0,"August 9, 2005",4.0
29,29,34,0060002204,0.20769122,44.400949805584794,6.3781824,62716,0.028852071005917163,12,9,4,7,14,29,http://ecx.images-amazon.com/images/I/5157DYfo%2BNL.jpg,Capt. Hook: The Adventures of a Notorious Youth,J. V. Hart,1660446.0,"August 23, 2005",4.19
30,30,36,0736849688,0.37704194,46.05841866437872,7.437875,81521,0.03975,46,39,22,70,78,101,http://ecx.images-amazon.com/images/I/611PFW80GCL.jpg,Nathan Hale: Revolutionary Spy (Graphic Biographies),Nathan Olson,3450129.0,"September 1, 2005",4.58
31,31,37,0689713436,0.5744642,85.06731467230006,6.84012,101741,0.03563636363636364,252,248,244,126,75,50,http://ecx.images-amazon.com/images/I/61Yl5mq-foL.jpg,Once a Mouse...,Marcia Brown,329608.0,"September 30, 1989",4.58
32,32,38,0374301301,0.60199195,77.54272600689247,7.737157300000001,112604,0.04824624624624625,243,231,172,129,87,66,http://ecx.images-amazon.com/images/I/61In0-WXxML.jpg,A Whole New Ballgame (Rip and Red),Phil Bildner,136359.0,"August 18, 2015",4.53
33,33,39,0316044849,0.5266219,57.62283566799285,7.7571397,97758,0.03142011834319527,114,97,67,174,165,131,http://ecx.images-amazon.com/images/I/51QsFRjnCPL.jpg,World Cup (Matt Christopher Legendary Sports Events),Matt Christopher,1155378.0,"June 1, 2010",4.3
34,34,40,0316406899,0.43329048,73.83768786971709,7.5677332999999996,125420,0.042209302325581385,28,87,149,239,208,108,http://ecx.images-amazon.com/images/I/61Mz6Z4aRaL.jpg,The Land of Stories: Beyond the Kingdoms,Chris Colfer,44568.0,"July 7, 2015",4.88
35,35,41,1587170000,0.48203630000000003,55.598652601655026,7.552227499999999,84922,0.03528191489361702,132,78,52,230,222,179,http://ecx.images-amazon.com/images/I/51rkFO-aMcL.jpg,Aesop's Fables,Jerry Pinkney,102966.0,"September 1, 2000",4.42
36,36,43,1477817239,0.3796663,48.26413870025233,7.5572157,87129,0.02413627254509018,20,25,62,146,155,182,http://ecx.images-amazon.com/images/I/61Ve2xp8l2L.jpg,Halloween Hustle,Charlotte Gunnufson,279868.0,"September 3, 2013",4.76
37,37,44,0694016381,0.5911732,112.2780527425793,6.110309,88788,0.01475268817204301,254,254,253,13,106,172,http://ecx.images-amazon.com/images/I/61UXIu1BGvL.jpg,A Baby's Gift,Margaret Wise Brown,3427.0,"September 23, 2014",4.82
38,38,45,0823414299,0.8543059999999999,63.43518276958646,5.9591026,48075,0.014322334333242431,242,248,244,243,246,224,http://ecx.images-amazon.com/images/I/51TWGNGJWEL.jpg,A Picture Book of George Washington Carver (Picture Book Biographies),David A. Adler,588900.0,"January 1, 1999",4.39
39,39,46,1882658361,0.7037503,61.29261770922059,7.240442,104149,0.038928,246,239,221,124,88,64,http://ecx.images-amazon.com/images/I/61ZJq84pn6L.jpg,Spaghetti & Meatballs: Growing Up Italian (Mom's Choice Award Recipient),Diana Pishner Walker,654474.0,"August 3, 2015",5.0
40,40,47,0152019820,0.6239766,39.2227777838975,6.833379300000001,85130,0.029982182628062362,184,213,246,120,101,78,http://ecx.images-amazon.com/images/I/51w3CGqO-EL.jpg,Between Heaven and Earth: Bird Tales from Around the World,Howard Norman,976610.0,"October 1, 2004",4.5
41,41,48,015204700X,0.5156654,26.004540381526493,7.5819345,54482,0.04037662337662338,103,88,83,208,217,230,http://ecx.images-amazon.com/images/I/61GJFxKoQlL.jpg,Mammoths on the Move,Lisa Wheeler,439142.0,"April 1, 2006",4.78
42,42,49,151482034X,0.71708,86.75110549943503,5.975477,48673,0.028720720720720717,107,207,245,251,250,249,http://ecx.images-amazon.com/images/I/51ioUZptdmL.jpg,"Go West, Little Rippers! (The Little Rippers) (Volume 2)",Rebecca Munsterer,179879.0,"July 3, 2015",5.0
43,43,50,0792259335,0.25878868,42.363801323025385,6.5719843,31712,0.010526558891454964,71,25,2,133,76,36,http://ecx.images-amazon.com/images/I/510CH46SX0L.jpg,Bull's-Eye: A Photobiography of Annie Oakley (Photobiographies),Sue Macy,1944037.0,"June 15, 2004",4.82
44,44,51,141971189X,0.6011718,126.30863876780836,7.243461,50566,0.0256891495601173,243,137,35,243,238,231,http://ecx.images-amazon.com/images/I/510%2BtbZHhfL.jpg,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,783.0,"November 4, 2014",4.73
45,45,52,006057383X,0.6382228,96.59397880829997,7.527003999999999,114207,0.030112,242,136,83,214,216,223,http://ecx.images-amazon.com/images/I/61K2GhnwXBL.jpg,The Berenstain Bears Go on a Ghost Walk,Stan Berenstain,119038.0,"September 6, 2005",4.69
46,46,53,1590179366,0.65126634,113.06383381017996,7.281094599999999,81638,0.035117977528089886,245,234,90,246,244,185,http://ecx.images-amazon.com/images/I/61PIA4M57iL.jpg,The Pushcart War (New York Review Children's Collection),Jean Merrill,70367.0,"September 29, 2015",4.57
47,47,54,0778783049,0.40495887,67.48830212508136,7.576008,86577,0.045192893401015226,121,94,59,39,27,13,http://ecx.images-amazon.com/images/I/615EUox5vdL.jpg,Fantasticos Vehiculos Para La Construccion (Vehiculos En Accion / Vehicles on the Move) (Spanish Edition),Kelley Macaulay,4896654.0,"October 1, 2007",0.0
48,48,55,1434227987,0.64121544,76.59240085042336,7.1332645,80338,0.028761904761904763,213,232,241,163,70,44,http://ecx.images-amazon.com/images/I/51UlcEp48aL.jpg,Buzz Beaker and the Speed Secret (Buzz Beaker Books),Cari Meister,552069.0,"August 1, 2010",0.0
49,49,56,1465417338,0.7356784000000001,125.42905430449257,5.5589322999999995,57267,0.011020725388601035,253,250,245,233,101,8,http://ecx.images-amazon.com/images/I/51qz7R%2BVh7L.jpg,"DK Workbooks: Math, First Grade",DK Publishing,87088.0,"January 6, 2014",4.28
50,50,57,1423171608,0.5850411,83.92825380503547,7.358185300000001,114918,0.014471774193548387,59,173,91,95,188,223,http://ecx.images-amazon.com/images/I/51o6GhLmemL.jpg,Mickey Mouse Clubhouse: Top o' the Clubhouse: Includes Stickers!,Disney Book Group,1058338.0,"January 15, 2013",4.51
51,51,58,0761461671,0.5062892,63.62797476826199,6.868483500000001,76673,0.0259,56,111,168,247,243,230,http://ecx.images-amazon.com/images/I/61thVx-va9L.jpg,Columbus,Demi,1641256.0,"September 18, 2012",4.27
52,52,59,0803736800,0.8093236,66.42994420409549,6.8187869999999995,75286,0.049188,245,241,237,215,149,110,http://ecx.images-amazon.com/images/I/61P9zL-N6SL.jpg,Dragons Love Tacos,Adam Rubin,42.0,"June 14, 2012",4.41
53,53,60,1600601316,0.41396597,47.711508334381506,7.727810000000001,77504,0.01466831683168317,25,14,9,209,230,244,http://ecx.images-amazon.com/images/I/51dC6ie5UHL.jpg,Vanishing Cultures: Sahara,Jan Reynolds,1149354.0,"May 1, 2007",5.0
54,54,61,0892391316,0.34510726,67.23515130808607,7.430839999999999,91929,0.03837946428571429,106,160,238,27,56,44,http://ecx.images-amazon.com/images/I/61EPuYcf-FL.jpg,Los Pajaros de La Cosecha / The Harvest Birds,Blanca Mariscal de Lopez,3498868.0,"April 1, 1995",5.0
55,55,62,0545279712,0.60444,38.061179890143535,7.4107065,71248,0.03907602339181287,136,176,157,65,104,117,http://ecx.images-amazon.com/images/I/51WoOckbT2L.jpg,Wolves of the Beyond #5: Spirit Wolf,Kathryn Lasky,36521.0,"April 30, 2013",4.84
56,56,63,0448405202,0.5007142,73.97441592058661,6.9362984,122097,0.022187633262260132,176,136,52,194,146,88,http://ecx.images-amazon.com/images/I/61pXn1FwJ9L.jpg,The Little Engine That Could (Original Classic Edition),Watty Piper,2010.0,"July 31, 2001",4.34
57,57,64,1905516657,0.71809024,50.80049566111696,5.9645166,87891,0.017144,253,252,248,198,162,122,http://ecx.images-amazon.com/images/I/51kXXUPlMYL.jpg,Companion Collection,Zaheer Khatri,3355665.0,"January 27, 2015",5.0
58,58,65,0778742601,0.5014940999999999,90.7295534930073,7.519549400000001,101926,0.025041450777202073,129,88,66,194,152,116,http://ecx.images-amazon.com/images/I/51oKqIjkHmL.jpg,What Are Goods and Services? (Economics in Action),Carolyn Andrews,215127.0,"September 1, 2008",3.5
59,59,66,0152002227,0.7250643,51.50496913063178,7.132972200000001,58848,0.020202970297029704,251,216,185,193,148,125,http://ecx.images-amazon.com/images/I/51Wr07jk8rL.jpg,Meet the Orchestra,Ann Hayes,94278.0,"March 27, 1995",4.18
60,60,68,0545795559,0.45876990000000006,46.5429567780896,7.1106515,68837,0.037895043731778426,67,40,56,98,46,76,http://ecx.images-amazon.com/images/I/61sq-w9JI1L.jpg,The Notebook of Doom #8: Charge of the Lightning Bugs (A Branches Book),Troy Cummings,15106.0,"June 30, 2015",4.95
61,61,69,1743219164,0.56749815,124.34867626548649,7.1091904999999995,103547,0.0261974025974026,11,159,213,219,175,57,http://ecx.images-amazon.com/images/I/61FOWZLAk%2BL.jpg,Not For Parents South America: Everything You Ever Wanted to Know (Lonely Planet Not for Parents),Lonely Planet,636891.0,"October 15, 2013",5.0
62,62,70,0823962989,0.36040148,66.2086017115808,7.130924,104139,0.00944144144144144,64,77,138,25,32,54,http://ecx.images-amazon.com/images/I/519Zgin8h4L.jpg,Bmx in the X Games (Kid's Guide to the X Games),Christopher Blomquist,4300840.0,"August 1, 2003",0.0
63,63,71,0805029605,0.7032326,47.57797997111043,7.218345599999999,94779,0.019645875251509053,204,222,232,246,216,166,http://ecx.images-amazon.com/images/I/51ikcyr4eSL.jpg,Cactus Hotel (An Owlet Book),Brenda Z. Guiberson,27130.0,"October 15, 1993",4.8
64,64,72,0395981395,0.2672215,32.66254202522959,6.715961500000001,60637,0.03547882736156352,58,32,55,116,84,65,http://ecx.images-amazon.com/images/I/514rjJJIxiL.jpg,Queen Eleanor: Independent Spirit of the Medieval World,Polly Schoyer Brooks,151710.0,"October 25, 1999",4.38
65,65,73,1426302916,0.30763979999999996,38.103808189338714,7.562735000000001,68259,0.02670142180094787,44,15,8,121,82,63,http://ecx.images-amazon.com/images/I/51KADUYFu3L.jpg,"Holidays Around the World: Celebrate Diwali: With Sweets, Lights, and Fireworks",Deborah Heiligman,600481.0,"September 9, 2008",4.38
66,66,74,1419099108,0.40869603,100.27706887089386,7.59178,119524,0.04389333333333333,40,31,139,33,27,62,http://ecx.images-amazon.com/images/I/610peRhww-L.jpg,Steck-Vaughn Bilingual Reading Comprehension: Reproducible Grade 3,STECK-VAUGHN,545379.0,"January 1, 2008",4.5
67,67,75,0749658797,0.6147526,55.71460036996728,7.7103906,101431,0.021213197969543147,249,207,234,99,151,205,http://ecx.images-amazon.com/images/I/51K5WG379YL.jpg,My Hindu Community (My Community),Kate Taylor,16819967.0,"February 28, 2005",0.0
68,68,77,0545757142,0.64442325,88.50560978000358,7.770396000000001,106470,0.04531927710843373,208,231,241,189,172,97,http://ecx.images-amazon.com/images/I/61BAjEfmsvL.jpg,Fly Guy Presents: Insects,Tedd Arnold,36841.0,"January 6, 2015",4.75
69,69,78,1576582329,0.56485075,47.53547066538418,7.7966137,106581,0.0431578947368421,240,222,196,139,177,158,http://ecx.images-amazon.com/images/I/61H8FWHN3SL.jpg,George Mueller: Faith to Feed Ten Thousand (Heroes for Young Readers),Renee Meloche,326139.0,"August 1, 2001",4.5
70,70,79,0698116097,0.46553493,68.03183049118248,7.575260000000001,63585,0.013012738853503184,113,84,65,208,156,73,http://ecx.images-amazon.com/images/I/51kBZWaAmVL.jpg,"Bully for You, Teddy Roosevelt! (Unforgettable Americans)",Jean Fritz,226086.0,"January 27, 1997",4.79
71,71,80,1932012486,0.17326862,24.706778899927286,5.559311,25145,0.024430939226519337,2,1,1,17,23,25,http://ecx.images-amazon.com/images/I/51yAM3BpfmL.jpg,Exploring Creation With Astronomy (Young Explorer Series) (Young Explorer (Apologia Educational Ministries)),Jeannie K. Fulbright,513321.0,"June 14, 2004",4.55
72,72,81,1405925132,0.71464074,30.061615867572808,6.8768616,63039,0.06845748987854251,249,247,244,243,240,243,http://ecx.images-amazon.com/images/I/71-8PVq-d9L.jpg,The Magical Christmas: A Colouring Book,Lizzie Mary Cullen,116357.0,"October 29, 2015",4.39
73,73,82,1933067330,0.6749869000000001,86.15859995253916,4.6833887,54620,0.010253588516746412,181,196,81,240,241,212,http://ecx.images-amazon.com/images/I/51TMDKA8pAL.jpg,Sam Surfs,BeachHouse,2518569.0,"April 1, 2010",5.0
74,74,83,1935703005,0.6292054,162.41619478523063,5.4397945,54127,0.017916461916461915,253,240,0,251,238,17,http://ecx.images-amazon.com/images/I/61o2Pkaq2OL.jpg,My First Superman Book: Touch and Feel (DC Super Heroes),David Bar Katz,305771.0,"January 11, 2011",4.16
75,75,84,0553509012,0.33020562,69.1592633248171,7.430115,136093,0.021508000000000003,124,84,63,32,36,52,http://ecx.images-amazon.com/images/I/61NNamL6ccL.jpg,Red Alert! (Teenage Mutant Ninja Turtles) (Pictureback(R)),Random House,2188873.0,"January 6, 2015",1.0
76,76,85,1426300867,0.44106245,41.213641987107565,7.3891172,75175,0.03,121,173,106,65,107,132,http://ecx.images-amazon.com/images/I/51167T1B3SL.jpg,A Little Peace (Barbara Kerley Photo Inspirations),Barbara Kerley,492490.0,"May 8, 2007",4.51
77,77,86,0375806156,0.6070513000000001,57.820247849007046,7.385138,66213,0.029181708784596867,188,213,245,128,96,49,http://ecx.images-amazon.com/images/I/41IAx4jOdKL.jpg,Thanksgiving on Thursday (Magic Tree House #27),Mary Pope Osborne,25677.0,"September 24, 2002",4.7
78,78,87,0590419528,0.46688738,67.63018711228159,7.471068400000001,63182,0.030508373205741623,7,26,64,233,232,211,http://ecx.images-amazon.com/images/I/51JT2788GZL.jpg,Exploring the Titanic: How the Great Ship Ever Lost- Was Found,Robert D. Ballard,475475.0,"October 1, 2014",4.68
79,79,88,1857925947,0.48193714,33.76969472192644,7.659264,64237,0.03428205128205128,126,154,166,88,108,96,http://ecx.images-amazon.com/images/I/51Ks8Il9V7L.jpg,Gladys Aylward: No Mountain Too High (Trailblazers),Myrna Grant,433128.0,"September 20, 2013",4.91
80,80,89,0486426440,0.666122,73.90338567304863,6.6102,108691,0.042536000000000004,251,251,248,193,170,102,http://ecx.images-amazon.com/images/I/61sSwU46r5L.jpg,A Walk in the Woods (Dover Nature Coloring Book),Dot Barlowe,18841.0,"January 27, 2003",4.17
81,81,90,193324142X,0.70184255,113.06245909541694,6.309785400000001,50880,0.013002583979328164,250,247,245,211,69,144,http://ecx.images-amazon.com/images/I/51sAFINZ43L.jpg,My First Book of Money: Counting Coins,Kumon Publishing,35683.0,"July 15, 2007",4.61
82,82,91,0374513589,0.6045981,104.91757310764262,6.111859,27241,0.010348178137651822,207,166,108,191,55,39,http://ecx.images-amazon.com/images/I/517W0V8WG0L.jpg,The Juniper Tree: And Other Tales from Grimm,Jacob Grimm,1589600.0,"January 1, 1983",4.81
83,83,92,0545030382,0.69256073,64.9950195386697,7.296537,103473,0.01433939393939394,243,231,163,236,223,122,http://ecx.images-amazon.com/images/I/51bl3c0UD7L.jpg,This Little Piggy: A Hand-Puppet Board Book (Little Scholastic),Scholastic,40691.0,"July 1, 2007",4.56
84,84,94,1467715891,0.38262746,82.99012530203574,7.205224,76737,0.01845272206303725,22,13,8,181,183,89,http://ecx.images-amazon.com/images/I/51pUor8X0lL.jpg,The Biggest Names of Video Games (Shockzone - Games and Gamers),Arie Kaplan,4422621.0,"August 1, 2013",0.0
85,85,95,1604991402,0.7579357,93.17408918055119,5.188349,62251,0.01178538812785388,253,252,250,233,73,43,http://ecx.images-amazon.com/images/I/51NXAVihN9L.jpg,Hooked on Phonics Learn to Read Pre-K Complete,Hooked On Phonics.,674446.0,"May 1, 2009",4.13
86,86,96,0761316477,0.6542916,57.58385871185894,7.3073893,94482,0.02450133333333333,248,236,214,202,225,236,http://ecx.images-amazon.com/images/I/51-xmewqRbL.jpg,Africa Is Not A Country,Margy Burns Knight,106868.0,"January 1, 2002",4.4
87,87,98,0789211696,0.4748115,74.34442294051293,7.0360975,60951,0.016389333333333332,37,37,48,238,218,95,http://ecx.images-amazon.com/images/I/51HXfHSJVrL.jpg,Zlatan (World Soccer Legends),Illugi J̦kulsson,1437682.0,"March 25, 2014",5.0
88,88,99,0521711010,0.36526149999999996,48.751373075258606,7.721466,95817,0.03901340482573727,15,26,48,60,99,127,http://ecx.images-amazon.com/images/I/61HOqu2l4RL.jpg,Practice IT Book 1 with CD-ROM (Cambridge Learning) (Bk. 1),Greg Bowden,21387049.0,"January 19, 2009",0.0
89,89,100,1491460156,0.5239409,98.85437381004895,7.352688000000001,121676,0.025504,221,146,76,206,77,92,http://ecx.images-amazon.com/images/I/516RYdr30%2BL.jpg,Fall Leaves (Celebrate Fall),Erika L. Shores,1192407.0,"August 1, 2015",5.0
90,90,101,0836865707,0.49142963,39.76574018379878,7.4229927,66159,0.0291887323943662,105,96,73,176,158,114,http://ecx.images-amazon.com/images/I/51vRYOIcGuL.jpg,Flat Track (Motorcycle Racing: The Fast Track),Jim Mezzanotte,697141.0,"December 15, 2005",2.13
91,91,102,1558584862,0.5872229,51.31572776417186,7.439080000000001,98373,0.051879895561357706,123,170,211,172,212,238,http://ecx.images-amazon.com/images/I/61QP4S1MSPL.jpg,Rainbow Fish to the Rescue!,Marcus Pfister,94826.0,"January 26, 1999",4.78
92,92,103,1445136201,0.5932588000000001,69.60380764317203,7.4615035,75160,0.020525510204081637,181,179,91,230,203,106,http://ecx.images-amazon.com/images/I/513ZdGjOkbL.jpg,Skateboarding Champion (How to be a Champion),Franklin Watts,8730915.0,"October 18, 2016",0.0
93,93,104,0486405702,0.701051,39.493587433794815,6.146710400000001,56792,0.030266666666666667,251,250,248,210,236,243,http://ecx.images-amazon.com/images/I/51y5YbzTtWL.jpg,Color Your Own Van Gogh Paintings (Dover Art Coloring Book),Vincent Van Gogh,491785.0,"December 23, 1998",4.52
94,94,105,0448479478,0.5644796,55.495217732889174,7.575748399999999,61176,0.03146551724137931,200,150,128,114,88,76,http://ecx.images-amazon.com/images/I/51PNpJinZ0L.jpg,Who Is George Lucas? (Who Was...?),Pamela D. Pollack,26436.0,"May 1, 2014",4.84
95,95,106,0670036420,0.5638438,98.8637947281483,7.4293303,82743,0.03258024691358025,251,243,234,223,141,78,http://ecx.images-amazon.com/images/I/61mjVdKn0LL.jpg,Horrible Harry and the Holidaze,Suzy Kline,2110931.0,"September 22, 2003",4.3
96,96,107,0237516950,0.45490485,88.93358765589251,6.3609867,41660,0.009641991156753672,223,147,65,47,30,23,http://ecx.images-amazon.com/images/I/410ZP24Y0RL.jpg,"All Saints, All Souls: Halloween (A World of Festivals)",CATHERINE CHAMBERS,15522458.0,"October 25, 1996",5.0
97,97,108,145210221X,0.8110449000000001,41.455348246434795,5.925509,33446,0.006086767895878525,249,250,245,150,172,213,http://ecx.images-amazon.com/images/I/41T654rz9xL.jpg,Little Owl: Finger Puppet Book (Little Finger Puppet Board Books),ImageBooks,84260.0,"August 3, 2011",4.27
98,98,109,0863152287,0.45291653,95.7678408373213,6.373887,56910,0.012796208530805687,204,76,29,226,135,70,http://ecx.images-amazon.com/images/I/51ZJTANG9EL.jpg,Apple Cake,Nienke Van Hichtum,302515.0,"July 15, 1996",4.94
99,99,110,0545550440,0.67592514,58.08405448704999,7.224461,106972,0.03243023255813954,224,226,173,195,162,124,http://ecx.images-amazon.com/images/I/51%2BJ8XuXSqL.jpg,"Ready, Freddy! #27: The Reading Race",Abby Klein,79763.0,"August 27, 2013",4.7
